"Symbol","ID"
HINDUNILVR21OCT2400PE,291
HINDUNILVR21OCT2800CE,292
HLEGLAS,293
IBULHSGFIN,294
ICICIBANK,295
ICICIBANK21AUG700CE,296
ICICIBANK21MAY680CE,297
ICICIBANK21NOV800CE,298
ICICIBANK21OCT820CE,299
IDFCFIRSTB,300
IGL,301
INDHOTEL,302
INDIACEM,303
INDIGO,304
INDIGO21NOV2000PE,305
INDIGO21NOV2400CE,306
INDIGO21NOV2500CE,307
INDUSINDBK,308
INDUSINDBK21AUG960PE,309
INFY,310
INFY21AUG1760CE,311
IOC,312
IOC21NOV150CE,313
IRCTC,314
IRFC,315
JINDALSTEL,316
JSWSTEEL,317
JSWSTEEL21JUN700PE,318
JSWSTEEL21JUN710CE,319
JUBLFOOD21OCT3400PE,320
KOPRAN,321
KOPRAN6,322
KOTAKBANK,323
KOTAKBANK21AUG1740PE,324
KOTAKBANK21AUG1760PE,325
KOTAKBANK21NOV1920PE,326
KOTAKBANK21NOV1960PE,327
KOTAKBANK21NOV2000PE,328
KOTAKBANK21NOV2200CE,329
KOTAKBANK21OCT2300CE,330
KOTAKBANK21OCT2400CE,331
LT,332
LT21MAY1600CE,333
LT21NOV1800PE,334
LT21NOV1860PE,335
LT21NOV1880PE,336
LT21NOV1940CE,337
LT21NOV1960CE,338
LT21NOV1980CE,339
LT21NOV2000CE,340
LT21OCT1700PE,341
LT21OCT1960CE,342
LT21OCT2080CE,343
M&M,344
M&M21NOV890PE,345
MARUTI,346
MARUTI21AUG6700PE,347
MARUTI21NOV7350PE,348
MARUTI21NOV7800CE,349
MARUTI21NOV8000CE,350
MARUTI21NOV8100CE,351
MARUTI21NOV8400CE,352
MARUTI21OCT7100PE,353
MARUTI21OCT8000CE,354
MARUTI21OCT8100CE,355
MARUTI21SEP7800CE,356
MARUTI21SEP8000CE,357
MCDOWELL-N,358
MCDOWELL-N21AUG720CE,359
MCDOWELL-N21AUG740CE,360
MCDOWELL-N21AUG760CE,361
MCDOWELL-N21NOV1060CE,362
MCDOWELL-N21NOV1100CE,363
MCDOWELL-N21NOV920PE,364
MCDOWELL-N21NOV970CE,365
MINDTREE,366
MOTHERSUMI,367
MOTHERSUMI21JUN270CE,368
MUTHOOTFIN,369
MUTHOOTFIN21NOV1520PE,370
MUTHOOTFIN21NOV1540PE,371
MUTHOOTFIN21NOV1700CE,372
MUTHOOTFIN21NOV1760CE,373
MUTHOOTFIN21NOV1800CE,374
MUTHOOTFIN21OCT1800CE,375
MUTHOOTFIN21OCT1900CE,376
NAUKRI,377
NAUKRI21AUG5900CE,378
NAVINFLUOR21APR3200CE,379
NESTLEIND21AUG20000CE,380
NESTLEIND21AUG21000CE,381
NIFTY2140114500PE,382
NIFTY2140114900CE,383
NIFTY2141514300PE,384
NIFTY2141514800CE,385
NIFTY2141515000CE,386
NIFTY2142214200PE,387
NIFTY2142214700CE,388
NIFTY2152014350PE,389
NIFTY2152014400PE,390
NIFTY2152014450PE,391
NIFTY2152014500PE,392
NIFTY2152014900CE,393
NIFTY2152014950CE,394
NIFTY2160315450CE,395
NIFTY2160315550PE,396
NIFTY2160315600CE,397
NIFTY2161015500PE,398
NIFTY2161015650PE,399
NIFTY2161015700CE,400
NIFTY2161015700PE,401
NIFTY2161015750CE,402
NIFTY2161015800PE,403
NIFTY2161715550PE,404
NIFTY2161715650PE,405
NIFTY2161715800CE,406
NIFTY2161715800PE,407
NIFTY2161715900CE,408
NIFTY2161715950CE,409
NIFTY2190216700CE,410
NIFTY2190217050PE,411
NIFTY2190217100CE,412
NIFTY2190217150CE,413
NIFTY2190217200CE,414
NIFTY2190217250CE,415
NIFTY2190217350CE,416
NIFTY2190217400CE,417
NIFTY2190917000PE,418
NIFTY2190917400CE,419
NIFTY2190917450CE,420
NIFTY2190917500CE,421
NIFTY2190917600CE,422
NIFTY2190917650CE,423
NIFTY2192316600PE,424
NIFTY2192318000CE,425
NIFTY2192318050CE,426
NIFTY2192318100CE,427
NIFTY21AUG16350PE,428
NIFTY21AUG16700CE,429
NIFTY21AUG16700PE,430
NIFTY21MAR15000CE,431
NIFTY21N0317450PE,432
NIFTY21N0317750CE,433
NIFTY21N0317800CE,434
NIFTY21N0317800PE,435
NIFTY21N0317850PE,436
NIFTY21N0317900CE,437
NIFTY21N0317900PE,438
NIFTY21N0318000CE,439
NIFTY21N0318200CE,440
NIFTY21N1117800PE,441
NIFTY21N1117850PE,442
NIFTY21N1117900CE,443
NIFTY21N1117900PE,444
NIFTY21N1117950PE,445
NIFTY21N1118000CE,446
NIFTY21N1118200CE,447
NIFTY21N1817750PE,448
NIFTY21N1817800CE,449
NIFTY21NOV16950PE,450
NIFTY21NOV17350PE,451
NIFTY21NOV17500PE,452
NIFTY21NOV17550PE,453
NIFTY21NOV17700PE,454
NIFTY21NOV17800CE,455
NIFTY21NOV17850CE,456
NIFTY21NOV18000CE,457
NIFTY21NOV18200CE,458
NIFTY21NOV18400CE,459
NIFTY21O1418150CE,460
NIFTY21O1418200CE,461
NIFTY21O2118000PE,462
NIFTY21O2118200CE,463
NIFTY21O2118300CE,464
NIFTY21O2118300PE,465
NIFTY21O2118350CE,466
NIFTY21O2118400PE,467
NIFTY21O2118500PE,468
NIFTY21O2118550CE,469
NIFTY21O2118600CE,470
NIFTY21OCT17900PE,471
NIFTY21OCT17950PE,472
NIFTY21OCT18000PE,473
NIFTY21OCT18050PE,474
NIFTY21OCT18150CE,475
NIFTY21OCT18300CE,476
NIFTY21OCT18400CE,477
NIFTY21OCT18450CE,478
NTPC,479
ONGC,480
PFIZER,481
POWERGRID,482
PVR21OCT1900CE,483
RELIANCE,484
RELIANCE21JUN2140PE,485
RELIANCE21JUN2160PE,486
RELIANCE21JUN2200CE,487
RELIANCE21MAR1800PE,488
RELIANCE21MAR2220CE,489
RELIANCE21NOV2400PE,490
RELIANCE21NOV2440PE,491
RELIANCE21NOV2500PE,492
RELIANCE21NOV2560CE,493
RELIANCE21NOV2580CE,494
RELIANCE21NOV2620CE,495
RELIANCE21OCT2740CE,496
RELIANCE21OCT2800CE,497
RELIANCE21OCT2820CE,498
RELIANCE21SEP2400CE,499
RELIANCE21SEP2600CE,500
ROUTE,501
SBICARD,502
SBILIFE21NOV1230CE,503
SBIN,504
SBIN21JUN440CE,505
SBIN21NOV580CE,506
SBIN21NOV600CE,507
SHREECEM21AUG25500PE,508
SONACOMS,509
TATACHEM,510
TATAMOTORS,511
TATAMOTORS21AUG280PE,512
TATAMOTORS21OCT560CE,513
TATAPOWER21NOV190PE,514
TATAPOWER21NOV210PE,515
TATASTEEL,516
TATASTEEL21AUG1420CE,517
TATASTEEL21AUG1460CE,518
TCS,519
TCS21AUG3540CE,520
TCS21AUG3560CE,521
TCS21AUG3580CE,522
TCS21AUG3620CE,523
TCS21OCT3800CE,524
TECHM,525
TIMETECHNO,526
TITAN21AUG1880CE,527
TITAN21NOV2600CE,528
TVSMOTOR21NOV680PE,529
ULTRACEMCO21AUG7800CE,530
ULTRACEMCO21NOV7500PE,531
ULTRACEMCO21NOV8000CE,532
ULTRACEMCO21NOV8300CE,533
ULTRACEMCO21NOV8400CE,534
ULTRACEMCO21NOV8500CE,535
UPL,536
VEDL,537
WIPRO,538
WIPRO21AUG640CE,539
YESBANK,540
ZEEL,541
